Year,Geography,AIDS classifications,,AIDS deaths,,AIDS prevalence,,HIV deaths,,HIV diagnoses,,HIV prevalence,
,,Cases,Rate per 100000,Cases,Rate per 100000,Cases,Rate per 100000,Cases,Rate per 100000,Cases,Rate per 100000,Cases,Rate per 100000
"2018","Arkansas","119","4.8","62","2.5","2,575","102.8","84","3.4","278","11.1","5,718","228.2"
"2018","California","1,800","5.5","1,413","4.3","69,810","211.5","1,734","5.3","4,715","14.3","130,525","395.4"
"2018","Colorado","187","3.9","116","2.4","5,429","113.4","142","3.0","402","8.4","12,645","264.0"
"2018","Connecticut","141","4.6","147","4.8","6,353","207.4","183","6.0","259","8.5","10,470","341.7"
"2018","Delaware","54","6.6","54","6.6","1,981","241.7","68","8.3","91","11.1","3,292","401.7"
"2018","District of Columbia","261","43.4","154","25.6","7,521","1251.3","200","33.3","281","46.8","14,068","2340.6"
"2018","Florida","2,069","11.4","1,531","8.4","59,066","324.2","1,934","10.6","4,530","24.9","111,109","609.8"
"2018","Georgia","1,181","13.5","653","7.5","27,445","314.4","849","9.7","2,482","28.4","54,702","626.7"
"2018","Hawaii","26","2.2","31","2.6","1,359","113.5","36","3.0","72","6.0","2,373","198.2"
"2018","Idaho","23","1.6","13","0.9","571","39.8","15","1.0","37","2.6","1,174","81.9"
"2018","Illinois","617","5.8","424","4.0","17,752","165.9","551","5.2","1,374","12.8","35,812","334.8"
"2018","Indiana","252","4.5","147","2.6","5,633","101.0","197","3.5","509","9.1","11,416","204.8"
"2018","Iowa","41","1.6","35","1.3","1,498","57.1","51","1.9","116","4.4","2,775","105.8"
"2018","Kansas","79","3.3","38","1.6","1,575","65.5","48","2.0","157","6.5","3,077","128.0"
"2018","Kentucky","143","3.8","102","2.7","3,512","94.0","136","3.6","378","10.1","7,328","196.0"
"2018","Louisiana","416","10.8","330","8.5","10,538","272.7","427","11.1","961","24.9","20,780","537.8"
"2018","Maine","23","2.0","16","1.4","812","69.8","20","1.7","30","2.6","1,612","138.5"
"2018","Maryland","505","10.0","499","9.8","17,446","343.9","631","12.4","991","19.5","33,154","653.5"
"2018","Massachusetts","283","4.8","231","3.9","11,190","188.9","304","5.1","649","11.0","20,671","349.0"
"2018","Michigan","322","3.8","242","2.9","8,050","95.2","313","3.7","715","8.5","15,968","188.8"
"2018","Minnesota","132","2.8","65","1.4","3,882","83.2","85","1.8","288","6.2","8,544","183.0"
"2018","Mississippi","259","10.5","188","7.6","4,619","186.6","229","9.2","476","19.2","9,510","384.1"
"2018","Missouri","218","4.2","179","3.5","6,365","124.0","238","4.6","449","8.7","12,555","244.5"
"2018","Montana","9","1.0","10","1.1","344","38.4","13","1.5","23","2.6","641","71.6"
"2018","Nebraska","38","2.4","24","1.5","1,048","66.3","31","2.0","79","5.0","2,162","136.8"
"2018","Nevada","208","8.2","125","4.9","4,796","189.5","146","5.8","501","19.8","10,158","401.4"
"2018","New Hampshire","19","1.6","15","1.3","610","51.9","18","1.5","38","3.2","1,248","106.2"
"2018","New Jersey","519","6.9","473","6.3","17,782","237.0","640","8.5","1,021","13.6","34,752","463.2"
"2018","New Mexico","62","3.5","52","3.0","1,926","110.1","74","4.2","135","7.7","3,587","205.0"
"2018","New York","1,372","8.3","1,412","8.5","72,263","435.3","1,743","10.5","2,449","14.8","126,403","761.4"
"2018","North Carolina","507","5.8","361","4.1","14,160","162.0","532","6.1","1,186","13.6","31,722","362.9"
"2018","North Dakota","10","1.6","6","1.0","201","32.2","8","1.3","36","5.8","449","71.9"
"2018","Ohio","476","4.8","289","2.9","10,523","107.0","373","3.8","973","9.9","22,410","228.0"
"2018","Oklahoma^","135","4.2","85","2.6","2,978","91.6","116","3.6","278","8.6","6,158","189.5"
"2018","Oregon","98","2.8","88","2.5","3,908","109.8","105","3.0","230","6.5","7,051","198.2"
"2018","Pennsylvania","472","4.3","423","3.9","19,463","178.2","574","5.3","1,023","9.4","35,918","328.9"
"2018","Rhode Island","33","3.6","32","3.5","1,423","155.8","41","4.5","75","8.2","2,593","283.8"
"2018","South Carolina^","369","8.6","242","5.6","9,057","211.1","319","7.4","712","16.6","17,083","398.2"
"2018","South Dakota","12","1.7","11","1.5","276","38.4","13","1.8","29","4.0","612","85.1"
"2018","Tennessee","378","6.6","276","4.9","8,474","148.9","360","6.3","746","13.1","17,222","302.6"
"2018","Texas","1,888","8.1","1,106","4.7","45,660","195.8","1,374","5.9","4,422","19.0","91,659","393.1"
"2018","Utah","42","1.7","36","1.5","1,436","57.8","46","1.9","121","4.9","2,933","118.1"
"2018","Vermont","10","1.8","8","1.5","378","69.6","11","2.0","18","3.3","710","130.6"
"2018","Virginia","408","5.7","225","3.1","10,911","152.4","308","4.3","861","12.0","22,934","320.2"
"2018","Washington","200","3.2","173","2.7","7,125","112.8","218","3.5","500","7.9","13,564","214.7"
"2018","West Virginia","37","2.4","38","2.5","1,006","65.1","47","3.0","84","5.4","1,890","122.3"
"2018","Wisconsin","84","1.7","66","1.3","3,008","61.4","92","1.9","207","4.2","6,281","128.1"
"2018","Wyoming","2","0.4","7","1.5","171","35.6","7","1.5","12","2.5","348","72.5"
"2019","Alabama^","266","6.5","166","4.0","6,045","146.6","268","6.5","638","15.5","13,875","336.4"
"2019","Alaska","8","1.3","8","1.3","370","61.8","11","1.8","27","4.5","724","120.9"
"2019","Arizona","258","4.2","168","2.7","7,936","129.9","228","3.7","761","12.5","17,296","283.1"
"2019","Arkansas","136","5.4","70","2.8","2,664","105.9","97","3.9","287","11.4","5,939","236.0"
"2019","California","1,830","5.5","1,371","4.1","70,011","211.3","1,747","5.3","4,354","13.1","132,911","401.1"
"2019","Colorado","209","4.3","93","1.9","5,552","114.2","121","2.5","461","9.5","13,025","267.9"
"2019","Connecticut","126","4.1","167","5.5","6,350","207.3","202","6.6","213","7.0","10,597","346.0"
"2019","Delaware","51","6.2","53","6.4","2,012","242.9","67","8.1","93","11.2","3,381","408.2"
"2019","District of Columbia","120","19.9","132","21.9","7,450","1233.9","184","30.5","255","42.2","14,041","2325.4"
"2019","Florida","2,002","10.9","1,510","8.2","59,554","322.8","1,933","10.5","4,378","23.7","113,478","615.0"
"2019","Georgia","1,062","12.0","626","7.1","27,925","315.9","806","9.1","2,439","27.6","56,446","638.5"
"2019","Hawaii","26","2.2","38","3.2","1,348","112.8","43","3.6","65","5.4","2,387","199.8"
"2019","Idaho","18","1.2","11","0.7","608","41.4","11","0.7","28","1.9","1,234","84.0"
"2019","Illinois","521","4.9","399","3.7","17,581","164.7","530","5.0","1,252","11.7","35,841","335.7"
"2019","Indiana","196","3.5","110","2.0","5,672","101.0","141","2.5","486","8.7","11,638","207.3"
"2019","Iowa","43","1.6","42","1.6","1,500","56.9","58","2.2","100","3.8","2,888","109.6"
"2019","Kansas","49","2.0","24","1.0","1,589","65.9","28","1.2","131","5.4","3,174","131.6"
"2019","Kentucky","148","3.9","80","2.1","3,600","96.0","106","2.8","326","8.7","7,638","203.8"
"2019","Louisiana","428","11.1","290","7.5","10,685","276.8","367","9.5","881","22.8","21,289","551.4"
"2019","Maine","21","1.8","32","2.7","814","69.6","39","3.3","30","2.6","1,649","140.9"
"2019","Maryland","484","9.5","429","8.4","17,423","342.5","567","11.1","918","18.0","33,378","656.2"
"2019","Massachusetts","243","4.1","129","2.2","11,306","190.3","167","2.8","535","9.0","21,065","354.6"
"2019","Michigan","317","3.7","214","2.5","8,221","97.0","273","3.2","674","8.0","16,586","195.8"
"2019","Minnesota","121","2.6","57","1.2","3,952","84.0","82","1.7","274","5.8","8,816","187.4"
"2019","Mississippi","239","9.6","85","3.4","4,757","191.9","129","5.2","477","19.2","9,832","396.7"
"2019","Missouri","233","4.5","164","3.2","6,423","124.6","227","4.4","488","9.5","12,803","248.3"
"2019","Montana","10","1.1","7","0.8","341","37.7","8","0.9","25","2.8","669","74.0"
"2019","Nebraska","40","2.5","16","1.0","1,075","67.6","31","1.9","81","5.1","2,236","140.6"
"2019","Nevada","208","8.1","67","2.6","4,982","193.0","87","3.4","512","19.8","10,733","415.8"
"2019","New Hampshire","10","0.8","11","0.9","622","52.6","15","1.3","31","2.6","1,306","110.4"
"2019","New Jersey","456","6.1","465","6.2","17,746","236.4","615","8.2","1,057","14.1","35,131","468.0"
"2019","New Mexico","46","2.6","34","1.9","1,966","111.8","52","3.0","156","8.9","3,734","212.2"
"2019","New York","1,300","7.9","1,443","8.7","71,545","432.2","1,787","10.8","2,330","14.1","126,630","765.0"
"2019","North Carolina","518","5.9","333","3.8","14,602","165.0","474","5.4","1,365","15.4","33,009","373.0"
"2019","North Dakota","17","2.7","2","0.3","219","34.9","2","0.3","40","6.4","493","78.6"
"2019","Ohio","475","4.8","268","2.7","10,820","109.8","384","3.9","980","9.9","23,179","235.3"
"2019","Oklahoma^","112","3.4","112","3.4","2,987","91.3","131","4.0","320","9.8","6,351","194.2"
"2019","Oregon","100","2.8","99","2.8","3,958","110.0","122","3.4","199","5.5","7,280","202.4"
"2019","Pennsylvania","526","4.8","430","3.9","19,627","179.6","577","5.3","989","9.0","36,494","333.9"
"2019","Rhode Island","37","4.0","34","3.7","1,426","155.7","40","4.4","72","7.9","2,653","289.7"
"2019","South Carolina^","320","7.4","224","5.1","9,217","211.7","299","6.9","680","15.6","17,589","404.0"
"2019","South Dakota","19","2.6","8","1.1","295","40.6","9","1.2","33","4.5","652","89.8"
"2019","Tennessee","343","6.0","242","4.2","8,578","149.2","307","5.3","773","13.4","17,667","307.3"
"2019","Texas","1,897","8.0","1,122","4.7","46,557","196.6","1,434","6.1","4,302","18.2","95,196","402.1"
"2019","Utah","47","1.9","29","1.1","1,462","57.6","35","1.4","135","5.3","3,089","121.7"
"2019","Vermont","3","0.6","7","1.3","373","68.5","8","1.5","11","2.0","722","132.7"
"2019","Virginia","374","5.2","234","3.2","11,165","155.1","303","4.2","822","11.4","23,691","329.0"
"2019","Washington","185","2.9","145","2.3","7,227","112.8","177","2.8","483","7.5","14,019","218.8"
"2019","West Virginia","39","2.5","32","2.1","1,017","66.2","45","2.9","146","9.5","1,986","129.2"
"2019","Wisconsin","115","2.3","63","1.3","3,096","62.9","84","1.7","211","4.3","6,499","131.9"
"2019","Wyoming","3","0.6","4","0.8","175","36.3","5","1.0","13","2.7","345","71.5"
